identifier,identifier_isbn,abstract,note,title_initial_article,title,extent_physical,rights,language,publisher,object_in_context,thumbnail_url,item_type,date_text,date_single_start,name,name 2 1,name 2 2,name 2 3,name 2 4,name 2 5,name 2 6,name 2 7,name 2 8,name 2 9,name 2 10,name 2 11,name 2 12,name 2 13,name 2 14,subject_topic 1,subject_topic 2,form,internet_media_type,digital_origin,genre,project_title,record_source,repository
0116_000050_000237,,A manual for building a local Child Watch program.,"The University of Tennessee Libraries (Knoxville, Tennessee) is the digital publisher.",,Child Watch Visitation Program Manual,,"You may copy reprint, publish, reproduce, or otherwise display materials created by CDF or CDFAC and made available through a Children's Defense Fund Site (collectively, the ""Children's Defense Fund Works"") on the condition that you attribute those materials to CDF. Form of attribution to use: This material was created by the Children's Defense Fund.",eng,Children's Defense Fund (U.S.),http://diglib.lib.utk.edu/cdf/main.php?bid=151,http://diglib.lib.utk.edu/cdf/data/0116_000050_000237/0116_000050_000237_0001.jpg.t.jpg,text,1996,1996,Children's Defense Fund (U.S.) | URI: http://id.loc.gov/authorities/names/n80083301 | Role: Originator | Role URI: http://id.loc.gov/vocabulary/relators/org,"Edelman, Marian Wright | URI: http://id.loc.gov/authorities/names/n82023579 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb",,,,,,,,,,,,,,Legal assistance to children | http://id.loc.gov/authorities/subjects/sh85075722,,reports | http://vocab.getty.edu/aat/300027267,image/jp2,reformatted digital,,Children,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections"
0116_000050_000240,,An assessment of the current state of America's Children.,"The University of Tennessee Libraries (Knoxville, Tennessee) is the digital publisher.",The ,Adolescent & Young Adult Fact Book,,"You may copy reprint, publish, reproduce, or otherwise display materials created by CDF or CDFAC and made available through a Children's Defense Fund Site (collectively, the ""Children's Defense Fund Works"") on the condition that you attribute those materials to CDF. Form of attribution to use: This material was created by the Children's Defense Fund.",eng,Children's Defense Fund (U.S.),http://diglib.lib.utk.edu/cdf/main.php?bid=154,http://diglib.lib.utk.edu/cdf/data/0116_000050_000240/0116_000050_000240_0001.jpg.t.jpg,text,1991,1991,Children's Defense Fund (U.S.) | URI: http://id.loc.gov/authorities/names/n80083301 | Role: Originator | Role URI: http://id.loc.gov/vocabulary/relators/org,"Simons, Janet | URI: http://id.loc.gov/authorities/names/n89656041 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb","Finlay, Belva | URI: http://id.loc.gov/authorities/names/n92112591 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb",,,,,,,,,,,,,Children--United States | http://id.loc.gov/authorities/subjects/sh85023493,,reports | http://vocab.getty.edu/aat/300027267,image/jp2,reformatted digital,,Children,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections"
0116_000050_000232,,A manual for building a local Child Watch program.,"The University of Tennessee Libraries (Knoxville, Tennessee) is the digital publisher.",,Child Watch Visitation Program Manual,,"You may copy reprint, publish, reproduce, or otherwise display materials created by CDF or CDFAC and made available through a Children's Defense Fund Site (collectively, the ""Children's Defense Fund Works"") on the condition that you attribute those materials to CDF. Form of attribution to use: This material was created by the Children's Defense Fund.",eng,Children's Defense Fund (U.S.),http://diglib.lib.utk.edu/cdf/main.php?bid=146,http://diglib.lib.utk.edu/cdf/data/0116_000050_000232/0116_000050_000232_0001.jpg.t.jpg,text,1993,1993,Children's Defense Fund (U.S.) | URI: http://id.loc.gov/authorities/names/n80083301 | Role: Originator | Role URI: http://id.loc.gov/vocabulary/relators/org,"Edelman, Marian Wright | URI: http://id.loc.gov/authorities/names/n82023579 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb",,,,,,,,,,,,,,Legal assistance to children | http://id.loc.gov/authorities/subjects/sh85075722,,reports | http://vocab.getty.edu/aat/300027267,image/jp2,reformatted digital,,Children,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections"
0116_000050_000312,,"The University of Tennessee Libraries (Knoxville, Tennessee) is the digital publisher.",,,Child Advocacy Ministry: Children's Concerns,57 minutes,"You may copy reprint, publish, reproduce, or otherwise display materials created by CDF or CDFAC and made available through a Children's Defense Fund Site (collectively, the ""Children's Defense Fund Works"") on the condition that you attribute those materials to CDF. Form of attribution to use: This material was created by the Children's Defense Fund.",eng,Children's Defense Fund (U.S.),http://diglib.lib.utk.edu/cdf/main.php?bid=215&vaz=1,http://diglib.lib.utk.edu/cdf/data/0116_000050_000312/0116_000050_000312_0001.jpg.t.jpg,moving image,1997,1997,Children's Defense Fund (U.S.) | URI: http://id.loc.gov/authorities/names/n80083301 | Role: Originator | Role URI: http://id.loc.gov/vocabulary/relators/org,"Comer, James, Dr. | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb","Hornbeck, David, Dr. | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb","Thomas, Oliver S., 1955- | URI: http://id.loc.gov/authorities/names/n94031350 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb",,,,,,,,,,,,,,video recordings | http://vocab.getty.edu/aat/300028682,video/H264,born digital,,Children,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections"
0116_000050_000268,,"The University of Tennessee Libraries (Knoxville, Tennessee) is the digital publisher.",,A ,Children's Defense Budget: An Analysis of the President's FY 1984 Budget and Children,,"You may copy reprint, publish, reproduce, or otherwise display materials created by CDF or CDFAC and made available through a Children's Defense Fund Site (collectively, the ""Children's Defense Fund Works"") on the condition that you attribute those materials to CDF. Form of attribution to use: This material was created by the Children's Defense Fund.",eng,Children's Defense Fund (U.S.),http://diglib.lib.utk.edu/cdf/main.php?bid=183,http://diglib.lib.utk.edu/cdf/data/0116_000050_000268/0116_000050_000268_0001.jpg.t.jpg,text,1984,1984,Children's Defense Fund (U.S.) | URI: http://id.loc.gov/authorities/names/n80083301 | Role: Originator | Role URI: http://id.loc.gov/vocabulary/relators/org,,,,,,,,,,,,,,,,,corporation reports | http://vocab.getty.edu/aat/300027275,image/jp2,reformatted digital,Corporation reports | http://id.loc.gov/authorities/subjects/sh85032921,Children,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections"
0116_000050_000233,,A report designed to help state policy makers and community leaders identify new ways to meet the employment and training needs of youths within their state.,"The University of Tennessee Libraries (Knoxville, Tennessee) is the digital publisher.",,State Youth Employment Initiatives: A Resource Guide and Framework for Action,,"You may copy reprint, publish, reproduce, or otherwise display materials created by CDF or CDFAC and made available through a Children's Defense Fund Site (collectively, the ""Children's Defense Fund Works"") on the condition that you attribute those materials to CDF. Form of attribution to use: This material was created by the Children's Defense Fund.",eng,Children's Defense Fund (U.S.),http://diglib.lib.utk.edu/cdf/main.php?bid=147,http://diglib.lib.utk.edu/cdf/data/0116_000050_000233/0116_000050_000233_0001.jpg.t.jpg,text,1989,1989,Children's Defense Fund (U.S.) | URI: http://id.loc.gov/authorities/names/n80083301 | Role: Originator | Role URI: http://id.loc.gov/vocabulary/relators/org,"Lacy, Gary | URI: http://id.loc.gov/authorities/names/no92030006 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb","Johnson, Clifford | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb",,,,,,,,,,,,,Youth development | http://id.loc.gov/authorities/subjects/sh2002010586,,reports | http://vocab.getty.edu/aat/300027267,image/jp2,reformatted digital,,Children,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections"
0116_000050_000212,,A compilation of data on various aspects of children's well-being gathered from federal and state government agencies.,"The University of Tennessee Libraries (Knoxville, Tennessee) is the digital publisher.",,Children in the States 1998 Data Book,,"You may copy reprint, publish, reproduce, or otherwise display materials created by CDF or CDFAC and made available through a Children's Defense Fund Site (collectively, the ""Children's Defense Fund Works"") on the condition that you attribute those materials to CDF. Form of attribution to use: This material was created by the Children's Defense Fund.",eng,Children's Defense Fund (U.S.),http://diglib.lib.utk.edu/cdf/main.php?bid=127,http://diglib.lib.utk.edu/cdf/data/0116_000050_000212/0116_000050_000212_0001.jpg.t.jpg,text,1998,1998,Children's Defense Fund (U.S.) | URI: http://id.loc.gov/authorities/names/n80083301 | Role: Originator | Role URI: http://id.loc.gov/vocabulary/relators/org,,,,,,,,,,,,,,,Children--United States | http://id.loc.gov/authorities/subjects/sh85023493,,reports | http://vocab.getty.edu/aat/300027267,image/jp2,reformatted digital,,Children,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections"
0116_000050_000280,,"The University of Tennessee Libraries (Knoxville, Tennessee) is the digital publisher.",,,Model Programs: Preventing Adolescent Pregnancy And Building Youth Self-Sufficiency,,"You may copy reprint, publish, reproduce, or otherwise display materials created by CDF or CDFAC and made available through a Children's Defense Fund Site (collectively, the ""Children's Defense Fund Works"") on the condition that you attribute those materials to CDF. Form of attribution to use: This material was created by the Children's Defense Fund.",eng,Children's Defense Fund (U.S.),http://diglib.lib.utk.edu/cdf/main.php?bid=195,http://diglib.lib.utk.edu/cdf/data/0116_000050_000280/0116_000050_000280_0001.jpg.t.jpg,text,1986,1986,Children's Defense Fund (U.S.) | URI: http://id.loc.gov/authorities/names/n80083301 | Role: Originator | Role URI: http://id.loc.gov/vocabulary/relators/org,"Pittman, Karen J., 1952- | URI: http://id.loc.gov/authorities/names/n85038482 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb","Govan, Carrie | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb",,,,,,,,,,,,,Teenage pregnancy | http://id.loc.gov/authorities/subjects/sh85106286,Problem youth | http://id.loc.gov/authorities/subjects/sh92002391,reports | http://vocab.getty.edu/aat/300027267,image/jp2,reformatted digital,,Children,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections"
0116_000050_000315,,"The University of Tennessee Libraries (Knoxville, Tennessee) is the digital publisher.",,,Child Advocacy Ministry: Insights from Mayersville to Harvard Yard,40 minutes,"You may copy reprint, publish, reproduce, or otherwise display materials created by CDF or CDFAC and made available through a Children's Defense Fund Site (collectively, the ""Children's Defense Fund Works"") on the condition that you attribute those materials to CDF. Form of attribution to use: This material was created by the Children's Defense Fund.",eng,Children's Defense Fund (U.S.),http://diglib.lib.utk.edu/cdf/main.php?bid=218&vaz=1,http://diglib.lib.utk.edu/cdf/data/0116_000050_000315/0116_000050_000315_0001.jpg.t.jpg,moving image,1997,1997,Children's Defense Fund (U.S.) | URI: http://id.loc.gov/authorities/names/n80083301 | Role: Originator | Role URI: http://id.loc.gov/vocabulary/relators/org,"Blackwell, Unita, 1933- | URI: http://id.loc.gov/authorities/names/no93028993 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb",,,,,,,,,,,,,,,,video recordings | http://vocab.getty.edu/aat/300028682,video/H264,born digital,,Children,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections"
0116_000050_000289,938008307,An analysis of President Ronald Reagan's 1985 Fiscal Year Budget.,"The University of Tennessee Libraries (Knoxville, Tennessee) is the digital publisher.",A ,Children's Defense Budget: An Analysis of the Presidents's FY 1985 Budget and Children,,"You may copy reprint, publish, reproduce, or otherwise display materials created by CDF or CDFAC and made available through a Children's Defense Fund Site (collectively, the ""Children's Defense Fund Works"") on the condition that you attribute those materials to CDF. Form of attribution to use: This material was created by the Children's Defense Fund.",eng,Children's Defense Fund (U.S.),http://diglib.lib.utk.edu/cdf/main.php?bid=204,http://diglib.lib.utk.edu/cdf/data/0116_000050_000289/0116_000050_000289_0001.jpg.t.jpg,text,1984,1984,Children's Defense Fund (U.S.) | URI: http://id.loc.gov/authorities/names/n80083301 | Role: Originator | Role URI: http://id.loc.gov/vocabulary/relators/org,,,,,,,,,,,,,,,,,corporation reports | http://vocab.getty.edu/aat/300027275,image/jp2,reformatted digital,Corporation reports | http://id.loc.gov/authorities/subjects/sh85032921,Children,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections"
0116_000050_000231,,An annual report of the Children's Defense Fund.,"The University of Tennessee Libraries (Knoxville, Tennessee) is the digital publisher.",,Children's Defense Fund Annual Report 2005-2006,,"You may copy reprint, publish, reproduce, or otherwise display materials created by CDF or CDFAC and made available through a Children's Defense Fund Site (collectively, the ""Children's Defense Fund Works"") on the condition that you attribute those materials to CDF. Form of attribution to use: This material was created by the Children's Defense Fund.",eng,Children's Defense Fund (U.S.),http://diglib.lib.utk.edu/cdf/main.php?bid=145,http://diglib.lib.utk.edu/cdf/data/0116_000050_000231/0116_000050_000231_0001.jpg.t.jpg,text,2006,2006,Children's Defense Fund (U.S.) | URI: http://id.loc.gov/authorities/names/n80083301 | Role: Originator | Role URI: http://id.loc.gov/vocabulary/relators/org,,,,,,,,,,,,,,,,,corporation reports | http://vocab.getty.edu/aat/300027275,image/jp2,reformatted digital,Corporation reports | http://id.loc.gov/authorities/subjects/sh85032921,Children,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections"
0116_000050_000276,,"The University of Tennessee Libraries (Knoxville, Tennessee) is the digital publisher.",,,Opportunities For Prevention: Building After-School And Summer Programs For Young Adolescents,,"You may copy reprint, publish, reproduce, or otherwise display materials created by CDF or CDFAC and made available through a Children's Defense Fund Site (collectively, the ""Children's Defense Fund Works"") on the condition that you attribute those materials to CDF. Form of attribution to use: This material was created by the Children's Defense Fund.",eng,Children's Defense Fund (U.S.),http://diglib.lib.utk.edu/cdf/main.php?bid=191,http://diglib.lib.utk.edu/cdf/data/0116_000050_000276/0116_000050_000276_0001.jpg.t.jpg,text,1987,1987,Children's Defense Fund (U.S.) | URI: http://id.loc.gov/authorities/names/n80083301 | Role: Originator | Role URI: http://id.loc.gov/vocabulary/relators/org,"Miller, Susan R. | URI: http://id.loc.gov/authorities/names/no2014015445 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb","Pittman, Karen J., 1952- | URI: http://id.loc.gov/authorities/names/n85038482 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb",,,,,,,,,,,,,Teenage pregnancy | http://id.loc.gov/authorities/subjects/sh85106286,Problem youth | http://id.loc.gov/authorities/subjects/sh92002391,reports | http://vocab.getty.edu/aat/300027267,image/jp2,reformatted digital,,Children,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections"
0116_000050_000281,,"The University of Tennessee Libraries (Knoxville, Tennessee) is the digital publisher.",,,Building Youth Corps,,"You may copy reprint, publish, reproduce, or otherwise display materials created by CDF or CDFAC and made available through a Children's Defense Fund Site (collectively, the ""Children's Defense Fund Works"") on the condition that you attribute those materials to CDF. Form of attribution to use: This material was created by the Children's Defense Fund.",eng,Children's Defense Fund (U.S.),http://diglib.lib.utk.edu/cdf/main.php?bid=196,http://diglib.lib.utk.edu/cdf/data/0116_000050_000281/0116_000050_000281_0001.jpg.t.jpg,text,1990,1990,Children's Defense Fund (U.S.) | URI: http://id.loc.gov/authorities/names/n80083301 | Role: Originator | Role URI: http://id.loc.gov/vocabulary/relators/org,"Lacy, Gary | URI: http://id.loc.gov/authorities/names/no92030006 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb","Yang, Alice | URI: http://id.loc.gov/authorities/names/n92112588 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb",,,,,,,,,,,,,Youth development | http://id.loc.gov/authorities/subjects/sh2002010586,,reports | http://vocab.getty.edu/aat/300027267,image/jp2,reformatted digital,,Children,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections"
0116_000050_000209,,An account of the gathering of the Children's Defense Fund and the Black Community Crusade For Children at the former Alex Haley Farm in December 1997 to examine problems facing social reformers.,"The University of Tennessee Libraries (Knoxville, Tennessee) is the digital publisher.",,Rekindling the Spirit: A Vision for the New Millennial Movement to Leave No Child Behind,,"You may copy reprint, publish, reproduce, or otherwise display materials created by CDF or CDFAC and made available through a Children's Defense Fund Site (collectively, the ""Children's Defense Fund Works"") on the condition that you attribute those materials to CDF. Form of attribution to use: This material was created by the Children's Defense Fund.",eng,Children's Defense Fund (U.S.),http://diglib.lib.utk.edu/cdf/main.php?bid=125,http://diglib.lib.utk.edu/cdf/data/0116_000050_000209/0116_000050_000209_0001.jpg.t.jpg,text,1998,1998,Children's Defense Fund (U.S.) | URI: http://id.loc.gov/authorities/names/n80083301 | Role: Originator | Role URI: http://id.loc.gov/vocabulary/relators/org,"Freeman, Roland | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb",,,,,,,,,,,,,,Moral development | http://id.loc.gov/authorities/subjects/sh85087199,Spiritual development,reports | http://vocab.getty.edu/aat/300027267,image/jp2,reformatted digital,,Children,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections"
0116_000050_000251,,"This report is the second in a series of
reports on adolescent pregnancy prevention
that addresses the need to strengthen family and communities and bolster self-sufficiency.","The University of Tennessee Libraries (Knoxville, Tennessee) is the digital publisher.",,Adolescent Pregnancy: Whose Problem Is It?,,"You may copy reprint, publish, reproduce, or otherwise display materials created by CDF or CDFAC and made available through a Children's Defense Fund Site (collectively, the ""Children's Defense Fund Works"") on the condition that you attribute those materials to CDF. Form of attribution to use: This material was created by the Children's Defense Fund.",eng,Children's Defense Fund (U.S.),http://diglib.lib.utk.edu/cdf/main.php?bid=166,http://diglib.lib.utk.edu/cdf/data/0116_000050_000251/0116_000050_000251_0001.jpg.t.jpg,text,1986,1986,Children's Defense Fund (U.S.) | URI: http://id.loc.gov/authorities/names/n80083301 | Role: Originator | Role URI: http://id.loc.gov/vocabulary/relators/org,"Pittman, Karen J., 1952- | URI: http://id.loc.gov/authorities/names/n85038482 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb",,,,,,,,,,,,,,Teenage pregnancy | http://id.loc.gov/authorities/subjects/sh85106286,Problem youth | http://id.loc.gov/authorities/subjects/sh92002391,reports | http://vocab.getty.edu/aat/300027267,image/jp2,reformatted digital,,Children,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections"
0116_000050_000310,,"The University of Tennessee Libraries (Knoxville, Tennessee) is the digital publisher.",,,Haley Farm Homecoming Speeches: A Moral Witness for Children: I'm Standing on Holy Ground,21 minutes,"You may copy reprint, publish, reproduce, or otherwise display materials created by CDF or CDFAC and made available through a Children's Defense Fund Site (collectively, the ""Children's Defense Fund Works"") on the condition that you attribute those materials to CDF. Form of attribution to use: This material was created by the Children's Defense Fund.",eng,Children's Defense Fund (U.S.),http://diglib.lib.utk.edu/cdf/main.php?bid=213&vaz=1,http://diglib.lib.utk.edu/cdf/data/0116_000050_000310/0116_000050_000310_0001.jpg.t.jpg,moving image,1995,1995,Children's Defense Fund (U.S.) | URI: http://id.loc.gov/authorities/names/n80083301 | Role: Originator | Role URI: http://id.loc.gov/vocabulary/relators/org,"Forbes, James, Jr. | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb",,,,,,,,,,,,,,,,video recordings | http://vocab.getty.edu/aat/300028682,video/H264,born digital,,Children,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections"
0116_000050_000290,,"Original is single-sided, therefore the odd 73 pages.","The University of Tennessee Libraries (Knoxville, Tennessee) is the digital publisher.",A ,Children's Defense Budget: A Response to President Reagan's Black Book,,"You may copy reprint, publish, reproduce, or otherwise display materials created by CDF or CDFAC and made available through a Children's Defense Fund Site (collectively, the ""Children's Defense Fund Works"") on the condition that you attribute those materials to CDF. Form of attribution to use: This material was created by the Children's Defense Fund.",eng,Children's Defense Fund (U.S.),http://diglib.lib.utk.edu/cdf/main.php?bid=205,http://diglib.lib.utk.edu/cdf/data/0116_000050_000290/0116_000050_000290_0001.jpg.t.jpg,text,1981,1981,Children's Defense Fund (U.S.) | URI: http://id.loc.gov/authorities/names/n80083301 | Role: Originator | Role URI: http://id.loc.gov/vocabulary/relators/org,,,,,,,,,,,,,,,,,corporation reports | http://vocab.getty.edu/aat/300027275,image/jp2,reformatted digital,Corporation reports | http://id.loc.gov/authorities/subjects/sh85032921,Children,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections"
0116_000050_000308,,"The University of Tennessee Libraries (Knoxville, Tennessee) is the digital publisher.",,,Student Physicians for Social Responsibility: A Vaccine against Gun Violence Awards 1995,7 minutes,"You may copy reprint, publish, reproduce, or otherwise display materials created by CDF or CDFAC and made available through a Children's Defense Fund Site (collectively, the ""Children's Defense Fund Works"") on the condition that you attribute those materials to CDF. Form of attribution to use: This material was created by the Children's Defense Fund.",eng,Children's Defense Fund (U.S.),http://diglib.lib.utk.edu/cdf/main.php?bid=211&vaz=1,http://diglib.lib.utk.edu/cdf/data/0116_000050_000308/0116_000050_000308_0001.jpg.t.jpg,moving image,1995,1995,Children's Defense Fund (U.S.) | URI: http://id.loc.gov/authorities/names/n80083301 | Role: Originator | Role URI: http://id.loc.gov/vocabulary/relators/org,,,,,,,,,,,,,,,,,video recordings | http://vocab.getty.edu/aat/300028682,video/H264,born digital,,Children,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections"
0116_000050_000247,,"This report gives summary information on the multi-site initiatives addressing teenage pregnancy or issues affecting low-income and minority youths. Its focus is on what can be learned from these initiatives as they grapple with the twin goals of success and replicability. It also presents information about replicating program models and about assisting communities and institutions assess, plan, and implement changes that will improve outcomes for high-risk
youths.","The University of Tennessee Libraries (Knoxville, Tennessee) is the digital publisher.",The ,Lessons of the Multi-Site Initiatives Serving High-Risk Youths,,"You may copy reprint, publish, reproduce, or otherwise display materials created by CDF or CDFAC and made available through a Children's Defense Fund Site (collectively, the ""Children's Defense Fund Works"") on the condition that you attribute those materials to CDF. Form of attribution to use: This material was created by the Children's Defense Fund.",eng,Children's Defense Fund (U.S.),http://diglib.lib.utk.edu/cdf/main.php?bid=163,http://diglib.lib.utk.edu/cdf/data/0116_000050_000247/0116_000050_000247_0001.jpg.t.jpg,text,1989,1989,Children's Defense Fund (U.S.) | URI: http://id.loc.gov/authorities/names/n80083301 | Role: Originator | Role URI: http://id.loc.gov/vocabulary/relators/org,,,,,,,,,,,,,,,Teenage pregnancy | http://id.loc.gov/authorities/subjects/sh85106286,Problem youth | http://id.loc.gov/authorities/subjects/sh92002391,reports | http://vocab.getty.edu/aat/300027267,image/jp2,reformatted digital,,Children,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections"
0116_000050_000254,,"This report discusses the many questions raised about teenage pregnancy and welfare dependency. By clarifying the real causes
and costs of welfare receipt among teen parents the authors aim to clarify the debate about the causes and costs of teenage pregnancy.","The University of Tennessee Libraries (Knoxville, Tennessee) is the digital publisher.",,Welfare and Teen Pregnancy: What Do We Know? What Do We Do?,,"You may copy reprint, publish, reproduce, or otherwise display materials created by CDF or CDFAC and made available through a Children's Defense Fund Site (collectively, the ""Children's Defense Fund Works"") on the condition that you attribute those materials to CDF. Form of attribution to use: This material was created by the Children's Defense Fund.",eng,Children's Defense Fund (U.S.),http://diglib.lib.utk.edu/cdf/main.php?bid=170,http://diglib.lib.utk.edu/cdf/data/0116_000050_000254/0116_000050_000254_0001.jpg.t.jpg,text,1986,1986,Children's Defense Fund (U.S.) | URI: http://id.loc.gov/authorities/names/n80083301 | Role: Originator | Role URI: http://id.loc.gov/vocabulary/relators/org,"Allen, Mary Lee | URI: http://id.loc.gov/authorities/names/n79036603 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb","Pittman, Karen J., 1952- | URI: http://id.loc.gov/authorities/names/n85038482 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb",,,,,,,,,,,,,Teenage pregnancy | http://id.loc.gov/authorities/subjects/sh85106286,Problem youth | http://id.loc.gov/authorities/subjects/sh92002391,reports | http://vocab.getty.edu/aat/300027267,image/jp2,reformatted digital,,Children,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections"
0116_000050_000220,,"A comprehensive review of national and state-by-state data on child poverty, health, child welfare, youth at risk, early childhood development, education, nutrition, and housing.","The University of Tennessee Libraries (Knoxville, Tennessee) is the digital publisher.",The ,State of America's Children Yearbook 1997,,"You may copy reprint, publish, reproduce, or otherwise display materials created by CDF or CDFAC and made available through a Children's Defense Fund Site (collectively, the ""Children's Defense Fund Works"") on the condition that you attribute those materials to CDF. Form of attribution to use: This material was created by the Children's Defense Fund.",eng,Children's Defense Fund (U.S.),http://diglib.lib.utk.edu/cdf/main.php?bid=134,http://diglib.lib.utk.edu/cdf/data/0116_000050_000220/0116_000050_000220_0001.jpg.t.jpg,text,1997,1997,Children's Defense Fund (U.S.) | URI: http://id.loc.gov/authorities/names/n80083301 | Role: Originator | Role URI: http://id.loc.gov/vocabulary/relators/org,"Weill, James D. | URI: http://id.loc.gov/authorities/names/n93100707 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb","Jablonski, Donna | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb",,,,,,,,,,,,,Children--United States | http://id.loc.gov/authorities/subjects/sh85023493,,reports | http://vocab.getty.edu/aat/300027267,image/jp2,reformatted digital,,Children,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections"
0116_000050_000202,,A guide to free and low-cost national health insurance programs for relatives raising young children.,"The University of Tennessee Libraries (Knoxville, Tennessee) is the digital publisher.",,Healthy Ties: The Grandparent's and Other Relative Caregiver's Guide to Health Insurance for Children,,"You may copy reprint, publish, reproduce, or otherwise display materials created by CDF or CDFAC and made available through a Children's Defense Fund Site (collectively, the ""Children's Defense Fund Works"") on the condition that you attribute those materials to CDF. Form of attribution to use: This material was created by the Children's Defense Fund.",eng,Children's Defense Fund (U.S.),http://diglib.lib.utk.edu/cdf/main.php?bid=120,http://diglib.lib.utk.edu/cdf/data/0116_000050_000202/0116_000050_000202_0001.jpg.t.jpg,text,2001,2001,Children's Defense Fund (U.S.) | URI: http://id.loc.gov/authorities/names/n80083301 | Role: Originator | Role URI: http://id.loc.gov/vocabulary/relators/org,"Schulzinger, Rhoda | URI: http://id.loc.gov/authorities/names/n89669890 | Role: Contributor | Role URI: http://id.loc.gov/vocabulary/relators/ctb",,,,,,,,,,,,,,Children--Health and hygiene | http://id.loc.gov/authorities/subjects/sh85023425,,reports | http://vocab.getty.edu/aat/300027267,image/jp2,reformatted digital,,Children,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections"
